word,has_university,has_state_name,has_state_word,length,has_dash,all_capital,has_num,label
publicized,0,0,0,10,0,0,0,0
fieldofdreams,0,0,0,13,0,0,0,0
cardinalstritchuniversity,1,0,0,25,0,0,0,1
csu,0,0,0,3,0,1,0,1
elementary,0,0,0,10,0,0,0,0
stritch,0,0,0,7,0,0,0,1
msn,0,0,0,3,0,1,0,0
respiratorytherapy,0,0,0,18,0,0,0,0
carnegiemellonuniversity,1,0,0,24,0,0,0,1
that,0,0,0,4,0,0,0,0
size,0,0,0,4,0,0,0,0
acres,0,0,0,5,0,0,0,0
carnegiemellonuniversity,1,0,0,24,0,0,0,1
cmu,0,0,0,3,0,1,0,1
casewesternreserveuniversity,1,0,0,28,0,0,0,1
cwru,0,0,0,4,0,1,0,1
classroom,0,0,0,9,0,0,0,0
where,0,0,0,5,0,0,0,0
live,0,0,0,4,0,0,0,0
casewesternreserveuniversity,1,0,0,28,0,0,0,1
centralmichiganuniversity,1,1,0,25,0,0,0,1
centralmichiganuniv,0,1,0,19,0,0,0,1
heritagemonth,0,0,0,13,0,0,0,0
dickenberg,0,0,0,10,0,0,0,0
clarkatlantauniversity,1,0,0,22,0,0,0,1
atlantauniversity,1,0,0,17,0,0,0,1
clarkcollege,1,0,0,12,0,0,0,1
clarkatlanta,0,0,0,12,0,0,0,1
sororities,0,0,0,10,0,0,0,0
academy,0,0,0,7,0,0,0,0
w.e.b.,0,0,0,6,0,0,0,0
clarkuniversity,1,0,0,15,0,0,0,1
clarkuniversity,1,0,0,15,0,0,0,1
small,0,0,0,5,0,0,0,0
local,0,0,0,5,0,0,0,0
not,0,0,0,3,0,0,0,0
clarkuniversity,1,0,0,15,0,0,0,1
clarksonuniversity,1,0,0,18,0,0,0,1
enrollment,0,0,0,10,0,0,0,0
"3,257",0,0,0,5,0,0,1,0
clarksonuniversity,1,0,0,18,0,0,0,1
including,0,0,0,9,0,0,0,0
clemsonuniversity,1,0,0,17,0,0,0,1
clemsonuniversity,1,0,0,17,0,0,0,1
by,0,0,0,2,0,0,0,0
two,0,0,0,3,0,0,0,0
options,0,0,0,7,0,0,0,0
clemsonuniversity,1,0,0,17,0,0,0,1
clevelandstateuniversity,1,0,1,24,0,0,0,1
edition,0,0,0,7,0,0,0,0
clevelandstateu,0,0,1,15,0,0,0,1
programs,0,0,0,8,0,0,0,0
urban,0,0,0,5,0,0,0,0
csu,0,0,0,3,0,1,0,1
collegeofwilliam&mary,1,0,0,21,0,0,0,1
collegeofwilliam&mary,1,0,0,21,0,0,0,1
collegeofwilliam&mary,1,0,0,21,0,0,0,1
second,0,0,0,6,0,0,0,0
was,0,0,0,3,0,0,0,0
more,0,0,0,4,0,0,0,0
coloradostateuniversity,1,1,1,23,0,0,0,1
"$11,080",0,0,0,7,0,0,1,0
csu,0,0,0,3,0,1,0,1
rocky,0,0,0,5,0,0,0,0
columbiauniversity,1,0,0,18,0,0,0,1
columbiauniversity,1,0,0,18,0,0,0,1
columbiauniversity,1,0,0,18,0,0,0,1
wide,0,0,0,4,0,0,0,0
brownstones,0,0,0,11,0,0,0,0
chapters,0,0,0,8,0,0,0,0
cornelluniversity,1,0,0,17,0,0,0,1
cornelluniversity,1,0,0,17,0,0,0,1
fees,0,0,0,4,0,0,0,0
cornelluniversity,1,0,0,17,0,0,0,1
lacrosse,0,0,0,8,0,0,0,0
graduate,0,0,0,8,0,0,0,0
dallasbaptistuniversity,1,0,0,23,0,0,0,1
dbu,0,0,0,3,0,1,0,1
called,0,0,0,6,0,0,0,0
of,0,0,0,2,0,0,0,0
dartmouthcollege,1,0,0,16,0,0,0,1
dartmouthcollege,1,0,0,16,0,0,0,1
dartmouthcollege,1,0,0,16,0,0,0,1
outingclub,0,0,0,10,0,0,0,0
student,0,0,0,7,0,0,0,0
comedy,0,0,0,6,0,0,0,0
depauluniversity,1,0,0,16,0,0,0,1
urban,0,0,0,5,0,0,0,0
depauluniversity,1,0,0,16,0,0,0,1
exclusively,0,0,0,11,0,0,0,0
drexeluniversity,1,0,0,16,0,0,0,1
drexeluniversity,1,0,0,16,0,0,0,1
extensive,0,0,0,9,0,0,0,0
before,0,0,0,6,0,0,0,0
dukeuniversity,1,0,0,14,0,0,0,1
percent,0,0,0,7,0,0,0,0
dukeuniversity,1,0,0,14,0,0,0,1
carlosboozer,0,0,0,12,0,0,0,0
duquesneuniversity,1,0,0,18,0,0,0,1
ranking,0,0,0,7,0,0,0,0
eastcarolinauniversity,1,1,0,22,0,0,0,1
calendar,0,0,0,8,0,0,0,0
ecuniversity,1,0,0,12,0,0,0,1
rural,0,0,0,5,0,0,0,0
ecu,0,0,0,3,0,1,0,1
get,0,0,0,3,0,0,0,0
linda,0,0,0,5,0,0,0,0
easttennesseestateuniversity,1,1,1,28,0,0,0,1
easttennesseestate,0,1,1,18,0,0,0,1
family,0,0,0,6,0,0,0,0
play,0,0,0,4,0,0,0,0
etsu,0,0,0,4,0,1,0,1
former,0,0,0,6,0,0,0,0
doughnuts,0,0,0,9,0,0,0,0
easternmichiganuniversity,1,1,0,25,0,0,0,1
emu,0,0,0,3,0,1,0,1
teams,0,0,0,5,0,0,0,0
as,0,0,0,2,0,0,0,0
edgewoodcollege,1,0,0,15,0,0,0,1
founded,0,0,0,7,0,0,0,0
"1,813",0,0,0,5,0,0,1,0
emoryuniversity,1,0,0,15,0,0,0,1
emoryuniversity,1,0,0,15,0,0,0,1
emoryuniversity,1,0,0,15,0,0,0,1
the,0,0,0,3,0,0,0,0
there,0,0,0,5,0,0,0,0
with,0,0,0,4,0,0,0,0
floridaa&muniversity,1,1,0,20,0,0,0,1
origin,0,0,0,6,0,0,0,0
famu,0,0,0,4,0,1,0,1
alumni,0,0,0,6,0,0,0,0
floridaatlanticuniversity,1,1,0,25,0,0,0,1
fau,0,0,0,3,0,1,0,1
sciences,0,0,0,8,0,0,0,0
home,0,0,0,4,0,0,0,0
floridainstituteoftechnology,1,1,0,28,0,0,0,1
171.,0,0,0,4,0,0,1,0
floridatech,0,1,0,11,0,0,0,1
originally,0,0,0,10,0,0,0,0
floridainternationaluniversity,1,1,0,30,0,0,0,1
hispanic,0,0,0,8,0,0,0,0
fiu,0,0,0,3,0,1,0,1
sandals,0,0,0,7,0,0,0,0
floridastateuniversity,1,1,1,22,0,0,0,1
floridastateuniversity,1,1,1,22,0,0,0,1
not,0,0,0,3,0,0,0,0
every,0,0,0,5,0,0,0,0
apply,0,0,0,5,0,0,0,0
floridastateuniversity,1,1,1,22,0,0,0,1
fordhamuniversity,1,0,0,17,0,0,0,1
1841,0,0,0,4,0,0,1,0
fordhamuniversity,1,0,0,17,0,0,0,1
do,0,0,0,2,0,0,0,0
fordhamuniversity,1,0,0,17,0,0,0,1
may,0,0,0,3,0,0,0,0
gardner-webbuniversity,1,0,0,22,1,0,0,1
gwu,0,0,0,3,0,1,0,1
offers,0,0,0,6,0,0,0,0
amenities,0,0,0,9,0,0,0,0
georgemasonuniversity,1,0,0,21,0,0,0,1
georgemasonuniversity,1,0,0,21,0,0,0,1
life,0,0,0,4,0,0,0,0
georgewashingtonuniversity,1,1,0,26,0,0,0,1
georgewashingtonuniversity,1,1,0,26,0,0,0,1
tuition,0,0,0,7,0,0,0,0
gwu,0,0,0,3,0,1,0,1
downtown,0,0,0,8,0,0,0,0
compete,0,0,0,7,0,0,0,0
georgetownuniversity,1,0,0,20,0,0,0,1
georgetownuniversity,1,0,0,20,0,0,0,1
georgetownuniversity,1,0,0,20,0,0,0,1
few,0,0,0,3,0,0,0,0
halls,0,0,0,5,0,0,0,0
other,0,0,0,5,0,0,0,0
georgiainstituteoftechnology,1,1,0,28,0,0,0,1
georgiatech,0,1,0,11,0,0,0,1
heart,0,0,0,5,0,0,0,0
addition,0,0,0,8,0,0,0,0
georgiatech,0,1,0,11,0,0,0,1
six,0,0,0,3,0,0,0,0
georgiasouthernuniversity,1,1,0,25,0,0,0,1
gsuniversity,1,0,0,12,0,0,0,1
gsu,0,0,0,3,0,1,0,1
irish,0,0,0,5,0,0,0,0
fraternities,0,0,0,12,0,0,0,0
which,0,0,0,5,0,0,0,0
georgiastateuniversity,1,1,1,22,0,0,0,1
gsu,0,0,0,3,0,1,0,1
georgiastate,0,1,1,12,0,0,0,1
ken,0,0,0,3,0,0,0,0
lewis,0,0,0,5,0,0,0,0
ludacris,0,0,0,8,0,0,0,0
grandcanyonuniversity,1,0,0,21,0,0,0,1
gcu,0,0,0,3,0,1,0,1
lopes,0,0,0,5,0,0,0,0
pacwest,0,0,0,7,0,0,0,0
harvarduniversity,1,0,0,17,0,0,0,1
harvarduniversity,1,0,0,17,0,0,0,1
world,0,0,0,5,0,0,0,0
delano,0,0,0,6,0,0,0,0
johnf.kennedy,0,0,0,13,0,0,0,0
hofstrauniversity,1,0,0,17,0,0,0,1
hofstrauniversity,1,0,0,17,0,0,0,1
semesters,0,0,0,9,0,0,0,0
howarduniversity,1,0,0,16,0,0,0,1
howarduniversity,1,0,0,16,0,0,0,1
historically,0,0,0,12,0,0,0,0
stop,0,0,0,4,0,0,0,0
idahostateuniversity,1,1,1,20,0,0,0,1
isu,0,0,0,3,0,1,0,1
sky,0,0,0,3,0,0,0,0
merril,0,0,0,6,0,0,0,0
illinoisstateuniversity,1,1,1,23,0,0,0,1
is,0,0,0,2,0,0,0,0
located,0,0,0,7,0,0,0,0
isu,0,0,0,3,0,1,0,1
immaculatauniversity,1,0,0,20,0,0,0,1
in,0,0,0,2,0,0,0,0
indianastateuniversity,1,1,1,22,0,0,0,1
indianastate,0,1,1,12,0,0,0,1
isu,0,0,0,3,0,1,0,1
chappell,0,0,0,8,0,0,0,0
wanda,0,0,0,5,0,0,0,0
ramey,0,0,0,5,0,0,0,0
indianauniversityofpennsylvania,1,1,0,31,0,0,0,1
iup,0,0,0,3,0,1,0,1
indianastatenormalschool,0,1,1,24,0,0,0,1
chad,0,0,0,4,0,0,0,0
hurley,0,0,0,6,0,0,0,0
youtube,0,0,0,7,0,0,0,0
indianauniversity--bloomington,0,1,0,30,1,0,0,1
indianauniversity--bloomington,0,1,0,30,1,0,0,1
what,0,0,0,4,0,0,0,0
notorious,0,0,0,9,0,0,0,0
iubloomington,0,0,0,13,0,0,0,1
meg,0,0,0,3,0,0,0,0
indianauniversity-purdueuniversity--indianapolis,0,1,0,48,1,0,0,1
indianauniversity-purdueuniversityindianapolis,1,1,0,46,1,0,0,1
iupui,0,0,0,5,0,1,0,1
students,0,0,0,8,0,0,0,0
can,0,0,0,3,0,0,0,0
iowastateuniversity,1,1,1,19,0,0,0,1
iowastateuniversity,1,1,1,19,0,0,0,1
campus,0,0,0,6,0,0,0,0
nearly,0,0,0,6,0,0,0,0
jacksonstateuniversity,1,0,1,22,0,0,0,1
jacksonstate,0,0,1,12,0,0,0,1
jsu,0,0,0,3,0,1,0,1
natchez,0,0,0,7,0,0,0,0
seminary,0,0,0,8,0,0,0,0
for,0,0,0,3,0,0,0,0
johnshopkinsuniversity,1,0,0,22,0,0,0,1
jhu,0,0,0,3,0,1,0,1
four,0,0,0,4,0,0,0,0
with,0,0,0,4,0,0,0,0
johnshopkinsuniversity,1,0,0,22,0,0,0,1
degrees,0,0,0,7,0,0,0,0
kansasstateuniversity,1,1,1,21,0,0,0,1
ksu,0,0,0,3,0,1,0,1
region,0,0,0,6,0,0,0,0
of,0,0,0,2,0,0,0,0
kennesawstateuniversity,1,0,1,23,0,0,0,1
kennesawstate,0,0,1,13,0,0,0,1
marietta,0,0,0,8,0,0,0,0
kennesaw,0,0,0,8,0,0,0,0
ksu,0,0,0,3,0,1,0,1
billion,0,0,0,7,0,0,0,0
kentstateuniversity,1,0,1,19,0,0,0,1
kentstateuniversity,1,0,1,19,0,0,0,1
choose,0,0,0,6,0,0,0,0
from,0,0,0,4,0,0,0,0
lamaruniversity,1,0,0,15,0,0,0,1
tier,0,0,0,4,0,0,0,0
lu,0,0,0,2,0,1,0,1
its,0,0,0,3,0,0,0,0
lehighuniversity,1,0,0,16,0,0,0,1
lehighuniversity,1,0,0,16,0,0,0,1
is,0,0,0,2,0,0,0,0
half,0,0,0,4,0,0,0,0
lehighuniversity,1,0,0,16,0,0,0,1
men,0,0,0,3,0,0,0,0
lesleyuniversity,1,0,0,16,0,0,0,1
size,0,0,0,4,0,0,0,0
its,0,0,0,3,0,0,0,0
libertyuniversity,1,0,0,17,0,0,0,1
luniversity,1,0,0,11,0,0,0,1
jerry,0,0,0,5,0,0,0,0
falwell,0,0,0,7,0,0,0,0
lindenwooduniversity,1,0,0,20,0,0,0,1
judeo-christian,0,0,0,15,1,0,0,0
lipscombuniversity,1,0,0,18,0,0,0,1
utilizes,0,0,0,8,0,0,0,0
illinoisinstituteoftechnology,1,1,0,29,0,0,0,1
iit,0,0,0,3,0,1,0,1
wide,0,0,0,4,0,0,0,0
range,0,0,0,5,0,0,0,0
louisianastateuniversity--batonrouge,0,1,1,36,1,0,0,1
lsu,0,0,0,3,0,1,0,1
ourso,0,0,0,5,0,0,0,0
explore,0,0,0,7,0,0,0,0
louisianatechuniversity,1,1,0,23,0,0,0,1
ltu,0,0,0,3,0,1,0,1
carnegie,0,0,0,8,0,0,0,0
louisiana,0,1,0,9,0,0,0,0
loyolauniversitychicago,1,0,0,23,0,0,0,1
loyolauniversitychicago,1,0,0,23,0,0,0,1
loyolauniversitychicago,1,0,0,23,0,0,0,1
miles,0,0,0,5,0,0,0,0
abroad,0,0,0,6,0,0,0,0
to,0,0,0,2,0,0,0,0
marquetteuniversity,1,0,0,19,0,0,0,1
marquetteuniversity,1,0,0,19,0,0,0,1
marquetteuniversity,1,0,0,19,0,0,0,1
the,0,0,0,3,0,0,0,0
travel,0,0,0,6,0,0,0,0
gailcollins,0,0,0,11,0,0,0,0
massachusettsinstituteoftechnology,1,1,0,34,0,0,0,1
mit,0,0,0,3,0,1,0,1
across,0,0,0,6,0,0,0,0
class,0,0,0,5,0,0,0,0
year,0,0,0,4,0,0,0,0
mit,0,0,0,3,0,1,0,1
merceruniversity,1,0,0,16,0,0,0,1
enrollment,0,0,0,10,0,0,0,0
merceruniversity,1,0,0,16,0,0,0,1
government,0,0,0,10,0,0,0,0
miamiuniversity--oxford,0,0,0,23,1,0,0,1
miamiuniversity,1,0,0,15,0,0,0,1
body,0,0,0,4,0,0,0,0
phi,0,0,0,3,0,0,0,0
sigmachi,0,0,0,8,0,0,0,0
miamiuniversity,1,0,0,15,0,0,0,1
michiganstateuniversity,1,1,1,23,0,0,0,1
michiganstateuniversity,1,1,1,23,0,0,0,1
michiganstateuniversity,1,1,1,23,0,0,0,1
volunteer,0,0,0,9,0,0,0,0
largest,0,0,0,7,0,0,0,0
earned,0,0,0,6,0,0,0,0
michigantechnologicaluniversity,1,1,0,31,0,0,0,1
calendar,0,0,0,8,0,0,0,0
mtu,0,0,0,3,0,1,0,1
"""sno-ball""dance",0,0,0,15,1,0,0,0
middletennesseestateuniversity,1,1,1,30,0,0,0,1
middletennesseestate,0,1,1,20,0,0,0,1
mtsu,0,0,0,4,0,1,0,1
extra-curricular,0,0,0,16,1,0,0,0
sustains,0,0,0,8,0,0,0,0
renewed,0,0,0,7,0,0,0,0
with,0,0,0,4,0,0,0,0
mississippistateuniversity,1,1,1,26,0,0,0,1
msu,0,0,0,3,0,1,0,1
degrees,0,0,0,7,0,0,0,0
ranked,0,0,0,6,0,0,0,0
missouriuniversityofscience&technology,1,1,0,38,0,0,0,1
missouriuniversityofscience&technology,1,1,0,38,0,0,0,1
(stem),0,0,0,6,0,0,0,0
technology,0,0,0,10,0,0,0,0
montanastateuniversity,1,1,1,22,0,0,0,1
bozeman,0,0,0,7,0,0,0,0
msu,0,0,0,3,0,1,0,1
schweitzer,0,0,0,10,0,0,0,0
montclairstateuniversity,1,0,1,24,0,0,0,1
montclairstateuniversity,1,0,1,24,0,0,0,1
14,0,0,0,2,0,0,1,0
clubs,0,0,0,5,0,0,0,0
morganstateuniversity,1,0,1,21,0,0,0,1
msu,0,0,0,3,0,1,0,1
maryland,0,1,0,8,0,0,0,0
landscape,0,0,0,9,0,0,0,0
nationallouisuniversity,1,0,0,23,0,0,0,1
2017,0,0,0,4,0,0,1,0
nlu,0,0,0,3,0,1,0,1
fees,0,0,0,4,0,0,0,0
newjerseyinstituteoftechnology,1,1,0,30,0,0,0,1
best,0,0,0,4,0,0,0,0
135,0,0,0,3,0,0,1,0
newmexicostateuniversity,1,1,1,24,0,0,0,1
nmstate,0,0,1,7,0,0,0,1
nmsu,0,0,0,4,0,1,0,1
mexico,0,1,0,6,0,0,0,0
aggies,0,0,0,6,0,0,0,0
western,0,0,0,7,0,0,0,0
newschool,0,0,0,9,0,0,0,1
"6,792",0,0,0,5,0,0,1,0
urban,0,0,0,5,0,0,0,0
newyorkuniversity,1,1,0,17,0,0,0,1
calendar,0,0,0,8,0,0,0,0
ranking,0,0,0,7,0,0,0,0
nyu,0,0,0,3,0,1,0,1
nyu,0,0,0,3,0,1,0,1
place,0,0,0,5,0,0,0,0
northcarolinaa&tstateuniversity,1,1,1,31,0,0,0,1
ncatsu,0,0,0,6,0,1,0,1
male,0,0,0,4,0,0,0,0
terrence,0,0,0,8,0,0,0,0
jenkins,0,0,0,7,0,0,0,0
northcarolinastateuniversity--raleigh,0,1,1,37,1,0,0,1
northcarolinastateuniversity,1,1,1,28,0,0,0,1
body,0,0,0,4,0,0,0,0
wolfpack,0,0,0,8,0,0,0,0
northdakotastateuniversity,1,1,1,26,0,0,0,1
northdakotastateuniversity,1,1,1,26,0,0,0,1
study,0,0,0,5,0,0,0,0
wanted,0,0,0,6,0,0,0,0
northeasternuniversity,1,0,0,22,0,0,0,1
northeasternuniversity,1,0,0,22,0,0,0,1
northeasternuniversity,1,0,0,22,0,0,0,1
gain,0,0,0,4,0,0,0,0
level,0,0,0,5,0,0,0,0
full,0,0,0,4,0,0,0,0
northernarizonauniversity,1,1,0,25,0,0,0,1
nau,0,0,0,3,0,1,0,1
flagstaff,0,0,0,9,0,0,0,0
http:,0,0,0,5,0,0,0,0
northernillinoisuniversity,1,1,0,26,0,0,0,1
niu,0,0,0,3,0,1,0,1
mid-american,0,0,0,12,1,0,0,0
simpsons,0,0,0,8,0,0,0,0
northwesternuniversity,1,0,0,22,0,0,0,1
northwesternuniversity,1,0,0,22,0,0,0,1
became,0,0,0,6,0,0,0,0
northwesternuniversity,1,0,0,22,0,0,0,1
branch,0,0,0,6,0,0,0,0
nine,0,0,0,4,0,0,0,0
novasoutheasternuniversity,1,0,0,26,0,0,0,1
nsu,0,0,0,3,0,1,0,1
dual,0,0,0,4,0,0,0,0
pathology,0,0,0,9,0,0,0,0
oaklanduniversity,1,0,0,17,0,0,0,1
ou,0,0,0,2,0,1,0,1
corporate,0,0,0,9,0,0,0,0
hasselhoff,0,0,0,10,0,0,0,0
ohiostateuniversity--columbus,0,1,1,29,1,0,0,1
ohiostateuniversity--columbus,0,1,1,29,1,0,0,1
osu,0,0,0,3,0,1,0,1
bigten,0,0,0,6,0,0,0,0
brutus,0,0,0,6,0,0,0,0
spring,0,0,0,6,0,0,0,0
ohiouniversity,1,1,0,14,0,0,0,1
ou,0,0,0,2,0,1,0,1
live,0,0,0,4,0,0,0,0
criteria,0,0,0,8,0,0,0,0
oklahomastateuniversity,1,1,1,23,0,0,0,1
joining,0,0,0,7,0,0,0,0
osu,0,0,0,3,0,1,0,1
known,0,0,0,5,0,0,0,0
olddominionuniversity,1,0,0,21,0,0,0,1
odu,0,0,0,3,0,1,0,1
tv,0,0,0,2,0,1,0,0
harris,0,0,0,6,0,0,0,0
oregonstateuniversity,1,1,1,21,0,0,0,1
enrollment,0,0,0,10,0,0,0,0
including,0,0,0,9,0,0,0,0
osu,0,0,0,3,0,1,0,1
paceuniversity,1,0,0,14,0,0,0,1
newyork,0,1,0,7,0,0,0,0
paceuniversity,1,0,0,14,0,0,0,1
known,0,0,0,5,0,0,0,0
pennsylvaniastateuniversity--universitypark,0,1,1,43,1,0,0,1
pennsylvaniastateuniversity--universitypark,0,1,1,43,1,0,0,1
money,0,0,0,5,0,0,0,0
bars,0,0,0,4,0,0,0,0
pepperdineuniversity,1,0,0,20,0,0,0,1
pepperdineuniversity,1,0,0,20,0,0,0,1
church,0,0,0,6,0,0,0,0
dry,0,0,0,3,0,0,0,0
pepperdineuniversity,1,0,0,20,0,0,0,1
westlakevillage,0,0,0,15,0,0,0,0
portlandstateuniversity,1,0,1,23,0,0,0,1
psuniversity,1,0,0,12,0,0,0,1
maseehcollegeofengineeringandcomputerscience,1,0,0,44,0,0,0,1
ime,0,0,0,3,0,0,0,0
udoka,0,0,0,5,0,0,0,0
comics,0,0,0,6,0,0,0,0
prairieviewa&muniversity,1,0,0,24,0,0,0,1
pvamu,0,0,0,5,0,1,0,1
1984,0,0,0,4,0,0,1,0
imbued,0,0,0,6,0,0,0,0
princetonuniversity,1,0,0,19,0,0,0,1
princetonuniversity,1,0,0,19,0,0,0,1
teams,0,0,0,5,0,0,0,0
community,0,0,0,9,0,0,0,0
purdueuniversity--westlafayette,0,0,0,31,1,0,0,1
its,0,0,0,3,0,0,0,0
purdueuniversity,1,0,0,16,0,0,0,1
one-third,0,0,0,9,1,0,0,0
regentuniversity,1,0,0,16,0,0,0,1
ru,0,0,0,2,0,1,0,1
religious,0,0,0,9,0,0,0,0
eight,0,0,0,5,0,0,0,0
moot,0,0,0,4,0,0,0,0
