_id,ltable_id,rtable_id,ltable_title,ltable_year,rtable_title,rtable_year,label
635,491037,549270,my best friend is a vampire,1987,my best friend is a vampire,1987,1
639,492958,180734,my name was bette: the life and death of an alcoholic,2011,person of interest,2011,0
640,492958,235690,my name was bette: the life and death of an alcoholic,2011,the adventures of superseven,2011,0
645,501596,383396,neil diamond: radio 2 electric prom,2010,camp rock 2: the final jam,2010,0
647,501596,495758,neil diamond: radio 2 electric prom,2010,just dance 2,2010,0
649,504195,175426,new york christmas party,2013,orange is the new black,2013,0
652,505258,675707,nice package,2016,the nice guys,2016,0
655,509770,167497,no outlet,2007,no disparen al pianista,2007,0
659,512717,559397,norman... is that you?,1976,norman... is that you?,1976,1
662,517129,282829,o angel of god,2013,the voice of the philippines,2013,0
667,518525,185916,o que eu entendo por amor,2013,por siempre mi amor,2013,1
669,522033,180734,of love and breakfast,2011,person of interest,2011,0
670,522033,235690,of love and breakfast,2011,the adventures of superseven,2011,0
676,528665,115910,one love volume 3: pure heat,2005,i love the 80s 3-d,2005,0
686,533343,281384,orlok the vampire in 3d,2009,the vampire diaries,2009,0
687,533343,281827,orlok the vampire in 3d,2009,the vampire diaries,2009,0
690,535326,568136,otto  or  up with dead people,2008,otto  or  up with dead people,2008,1
692,538392,33814,p.o.e. poetry of eerie,2011,body of proof,2011,0
705,549109,646903,patti smith: dream of life,2008,the art of kissing,2008,0
709,549294,573157,paul williams still alive,2011,paul williams still alive,2011,1
715,549332,674870,paul  playboy of the popular world,2008,the mysteries of pittsburgh,2008,0
730,559304,634251,pit of vipers,1999,summer of sam,1999,0
732,560054,578013,plane daffy,1944,plane daffy,1944,1
743,569350,581908,prehistoric porky,1940,prehistoric porky,1940,1
749,576759,585323,pure s,1975,pure s,1975,1
753,586172,589869,ratataa eller the staffan stolle story,1956,ratataa eller the staffan stolle story,1956,1
754,587423,476577,real friends and family,2008,how to lose friends & alienate people,2008,0
763,591479,427477,remains of an absent mind,2015,el making of del disc de la marató,2015,0
767,594398,334956,return of the living dead: part ii,1988,a night in the life of jimmy reardon,1988,0
768,594445,387537,return or we exist... 2,2015,cementerio general 2,2015,0
771,594470,639815,return to eden prairie: 25 years of mystery science theater 3000,2013,tao of simon,2013,0
772,598715,251792,river of life,2012,the legend of korra,2012,0
774,598715,671464,river of life,2012,the lords of salem,2012,0
776,599768,596493,robin and the 7 hoods,1964,robin and the 7 hoods,1964,1
778,601002,604847,roger laporte  la clairi?re et le refuge - le?ons sur heidegger,2011,sau  de les tallades a la glòria,2011,0
779,602412,201144,rongdhonu: a story of an artist,2015,sasha  the princess of darkness,2015,0
796,617639,201144,saving birds of prey,2015,sasha  the princess of darkness,2015,0
805,619995,690828,school of the dead,2010,the weird world of blowfly,2010,0
806,620555,518414,score: a hockey musical,2010,life is not a musical: the musical,2010,0
807,620555,606869,score: a hockey musical,2010,score: a hockey musical,2010,1
808,623412,463060,secret of slenderman 3,2016,hands of stone,2016,0
813,628886,476202,seven times a day we bemoan our lot and at night we get up to avoid dreaming,2014,how we got away with it,2014,0
815,629272,396699,sex files: creating the perfect man,2000,company man,2000,0
822,635968,605268,shivers down your spine: a christmas horror story,2014,saving christmas,2014,0
825,642873,652849,sir: just a normal guy,2002,the charlatans: just looking,2002,0
828,645603,616048,slash: apocalyptic love - live in new york,2012,sing me the songs that say i love you: a concert for kate mcgarrigle,2012,0
832,648505,251498,sneak out! late night tomfoolery for the early adolescent,2005,the late late show with craig ferguson,2005,0
833,648505,620025,sneak out! late night tomfoolery for the early adolescent,2005,sneak out! late night tomfoolery for the early adolescent,2005,1
849,656797,625107,space trucker bruce,2014,space trucker bruce,2014,1
851,661905,201144,star force 7: the chill of distant eyes,2015,sasha  the princess of darkness,2015,0
854,661905,503017,star force 7: the chill of distant eyes,2015,knight of cups,2015,0
855,661934,628160,star night at the cocoanut grove,1934,star night at the cocoanut grove,1934,1
856,662029,195885,star trek: the next generation - the unknown possibilities of existence: making all good things...,2014,risking it all,2014,0
858,664461,630443,stiff upper lips,1998,stiff upper lips,1998,1
863,671532,350165,summertime blues,2015,animal house of blues 33 1/3,2015,0
865,672420,580836,sunshine girl and the hunt for black eyed kids,2012,porns top black models 3,2012,0
872,677993,486786,t o in 2 4,2010,iron man 2,2010,0
873,677993,495758,t o in 2 4,2010,just dance 2,2010,0
880,683213,306608,tape me: reel 1,2011,tu cara me suena,2011,0
883,690337,642794,that man bolt,1973,that man bolt,1973,1
884,691846,645717,the adventure of sherlock holmes' smarter brother,1975,the adventure of sherlock holmes smarter brother,1975,1
887,692094,586692,the adventures of pluto nash,2002,queen of the damned,2002,0
889,692094,671439,the adventures of pluto nash,2002,the lord of the rings: the two towers,2002,0
891,693082,309718,the anatomy of vince guaraldi,2009,united states of tara,2009,0
892,693082,437456,the anatomy of vince guaraldi,2009,fathers of girls,2009,0
894,693165,593595,the angel of my life,2012,revenge of the petites,2012,0
898,696096,309718,the battle of swat valley,2009,united states of tara,2009,0
901,697237,238567,the big bang theory,2007,the big bang theory,2007,1
904,697434,139553,the big house ain't a home,1974,little house on the prairie,1974,0
911,701065,651658,the bugs bunny/road-runner movie,1979,the bugs bunny/road-runner movie,1979,1
923,709349,645851,the deathworms of kratos,2002,the adventures of pluto nash,2002,0
928,709603,655867,the delicate art of parking,2003,the delicate art of parking,2003,1
930,712751,180734,the economics of happiness,2011,person of interest,2011,0
933,714247,298511,the evil of frankenstein,1964,top of the pops,1964,0
935,714247,300395,the evil of frankenstein,1964,top of the pops,1964,0
943,714247,658622,the evil of frankenstein,1964,the evil of frankenstein,1964,1
948,718620,201144,the fragile beat of the heart,2015,sasha  the princess of darkness,2015,0
956,724201,282829,the hand of now,2013,the voice of the philippines,2013,0
960,724460,115910,the hard facts of a rock n roll crush: parts i  ii & iii,2005,i love the 80s 3-d,2005,0
973,726548,556583,the hooker with a heart of gold,2010,night of pop,2010,0
976,726548,690828,the hooker with a heart of gold,2010,the weird world of blowfly,2010,0
985,726663,303491,the horror of party beach,1964,top of the pops,1964,0
990,728390,639815,the inevitable defeat of mister & pete,2013,tao of simon,2013,0
994,729424,475582,the jack richard smith documentary: a portrait of an artist,2016,hounds of zaroff,2016,0
999,730743,586692,the killing of candice klein,2002,queen of the damned,2002,0
1009,731949,512076,the last ache,2009,last ride,2009,0
1020,734248,236511,the legend of the bat,2008,the art of... when youre hot  young  poor and a filmmaker!,2008,0
1021,734248,493137,the legend of the bat,2008,john legend: live from philadelphia,2008,0
1022,734248,540256,the legend of the bat,2008,middle of nowhere,2008,0
1024,734248,584555,the legend of the bat,2008,public enemies: the golden age of the gangster film,2008,0
1038,736790,522154,the lost dinosaurs of new zealand,2002,lone star state of mind,2002,0
1039,736790,586692,the lost dinosaurs of new zealand,2002,queen of the damned,2002,0
1043,737265,201144,the love song of m. anderson vincent,2015,sasha  the princess of darkness,2015,0
1058,738562,235690,the making of all stars 2 old stars,2011,the adventures of superseven,2011,0
1059,738562,391772,the making of all stars 2 old stars,2011,chromeskull: laid to rest 2,2011,0
1061,738577,251792,the making of corre ,2012,the legend of korra,2012,0
1074,741776,593177,the mindscape of alan moore,2005,return of the living dead: necropolis,2005,0
1075,741776,704692,the mindscape of alan moore,2005,tupac: live at the house of blues,2005,0
1081,743451,700076,the murder of the tsarevich ivan ivanovich,2014,top of the pops: the story of 1979,2014,0
1090,744541,175426,the new black,2013,orange is the new black,2013,0
1092,745311,135168,the night we got old,2014,late night with seth meyers,2014,0
1094,745341,201144,the night of the fall,2015,sasha  the princess of darkness,2015,0
1096,745341,427477,the night of the fall,2015,el making of del disc de la marató,2015,0
1101,746154,522154,the official review of the fifa world cup 2002,2002,lone star state of mind,2002,0
1102,746154,586692,the official review of the fifa world cup 2002,2002,queen of the damned,2002,0
1103,746154,645851,the official review of the fifa world cup 2002,2002,the adventures of pluto nash,2002,0
1106,746490,430686,the old  weird america: harry smith's anthology of american folk music,2007,encounters at the end of the world,2007,0
1107,746490,467031,the old  weird america: harry smith's anthology of american folk music,2007,heaven and hell: live from radio city music hall,2007,0
1118,749745,353697,the philadelphia orchestra concert series live in hd: starry night of romeo & juliet,2010,as night falls,2010,0
1121,749745,665397,the philadelphia orchestra concert series live in hd: starry night of romeo & juliet,2010,the hooker with a heart of gold,2010,0
1122,749745,668240,the philadelphia orchestra concert series live in hd: starry night of romeo & juliet,2010,the king of fighters,2010,0
1124,750028,715750,the pieces of chente's body,2004,wwe day of reckoning,2004,0
1131,755699,496043,the revenge of the teenage vixens from outer space,1985,just one of the guys,1985,0
1132,755699,681392,the revenge of the teenage vixens from outer space,1985,the revenge of the teenage vixens from outer space,1985,1
1141,756782,196754,the rock 'n' roll dreams of duncan christopher,2010,rock suomi,2010,0
1145,756782,668240,the rock 'n' roll dreams of duncan christopher,2010,the king of fighters,2010,0
1146,756782,690828,the rock 'n' roll dreams of duncan christopher,2010,the weird world of blowfly,2010,0
1148,762518,700771,the soft touch,2011,touch,2011,0
1162,765273,584555,the stressful adventures of boxhead & roundhead: brothers in arms,2008,public enemies: the golden age of the gangster film,2008,0
1169,766505,309718,the tails of abbygail-shipwrecked,2009,united states of tara,2009,0
1171,766705,463060,the tales of the old piano: johann strauss,2016,hands of stone,2016,0
1177,767010,651280,the tears of heaven,1995,the bridges of madison county,1995,0
1180,767012,671464,the tears of a clown,2012,the lords of salem,2012,0
1189,770832,700076,the unauthorised biography of johnny cash,2014,top of the pops: the story of 1979,2014,0
1195,773226,572939,the walk of the zombies,2008,patti smith: dream of life,2008,0
1198,773226,674870,the walk of the zombies,2008,the mysteries of pittsburgh,2008,0
1199,773226,701527,the walk of the zombies,2008,trailer park of terror,2008,0
1200,773226,720363,the walk of the zombies,2008,wetlands preserved: the story of an activist nightclub,2008,0
1202,773722,475582,the water angel of east porterville,2016,hounds of zaroff,2016,0
1208,776390,692044,the word universe: a journey to west africa,1995,the word universe: a journey to west africa,1995,1
1213,780742,556583,this is the story of the girl i love,2010,night of pop,2010,0
1216,780742,690828,this is the story of the girl i love,2010,the weird world of blowfly,2010,0
1218,780783,521022,this life i live,2008,live from austin tx: norah jones,2008,0
1219,780783,572939,this life i live,2008,patti smith: dream of life,2008,0
1220,781060,695266,this week of grace,1933,this week of grace,1933,1
1221,781265,476577,thomas & friends: the great discovery - the movie,2008,how to lose friends & alienate people,2008,0
1225,781693,556583,thoughts of suicide on an otherwise lovely day,2010,night of pop,2010,0
1226,781693,665397,thoughts of suicide on an otherwise lovely day,2010,the hooker with a heart of gold,2010,0
1231,785777,463060,time of fun together: the delusion of harry partch,2016,hands of stone,2016,0
1233,785780,33814,time of heroes,2011,body of proof,2011,0
1240,786702,151515,tiss?e de mains et d'?toffe,2007,memòries de la tele,2007,0
1244,788818,506796,toda la gente sola,2009,la barrera del sonido,2009,0
1246,790437,699208,tomorrow may never come,2014,tomorrow may never come,2014,1
1250,793039,616048,tough love the movie,2012,sing me the songs that say i love you: a concert for kate mcgarrigle,2012,0
1254,794665,406164,trailer park boys: the movie,2006,date movie,2006,0
1259,798374,350165,triumph of time,2015,animal house of blues 33 1/3,2015,0
1260,798374,427477,triumph of time,2015,el making of del disc de la marató,2015,0
1263,798753,703337,troop beverly hills,1989,troop beverly hills,1989,1
1267,800025,648003,trying to fuck: a modern day romance,2016,the beach boys: a day at the san diego zoo,2016,0
1271,802847,578250,twice as dead,2009,play dead,2009,0
1274,804441,706081,two-fisted stranger,1946,two-fisted stranger,1946,1
1278,809622,312914,un train pour la france,2013,vespre a la 2,2013,0
1280,809622,603022,un train pour la france,2013,samedi soir on chante france gall,2013,0
1281,809924,158876,una noche en la guarida del ?ngel: el atraco,2015,morfi  todos a la mesa,2015,0
1282,809924,158904,una noche en la guarida del ?ngel: el atraco,2015,morfi  todos a la mesa,2015,0
1285,809925,158904,una noche en la guarida del ?ngel: encuentro en ibiza,2015,morfi  todos a la mesa,2015,0
1287,810508,99951,una pareja de hecho: de hecho  una pareja - la generaci?n zp,2014,gomorra - la serie,2014,0
1288,810508,714120,una pareja de hecho: de hecho  una pareja - la generaci?n zp,2014,violetta: la emoción del concierto,2014,0
1289,812194,427068,underboy en el mundo de los pirobos,2012,el eco del miedo,2012,0
1295,815294,692791,unspeakable: the life & art of reverend steven johnson leyba,2002,the yogis of tibet,2002,0
1296,815606,554219,until the day i die: part 2,2016,neighbors 2: sorority rising,2016,0
1300,816167,90605,untold stories of sammy smalls: pt. 1,2009,formula 1: bbc sport,2009,0
1308,820536,281384,vampire city 2: rock 'n roll zombies from outer space,2009,the vampire diaries,2009,0
1309,820536,281827,vampire city 2: rock 'n roll zombies from outer space,2009,the vampire diaries,2009,0
1312,820536,648235,vampire city 2: rock 'n roll zombies from outer space,2009,the beatles: rock band,2009,0
1313,822314,616048,veggietales: if i sang a silly song,2012,sing me the songs that say i love you: a concert for kate mcgarrigle,2012,0
1314,823031,251792,vengeance: episode 5 - matters of the heart,2012,the legend of korra,2012,0
1322,825829,350165,videogracias! expect some spicey heat from a great gang of hellions.,2015,animal house of blues 33 1/3,2015,0
1326,826997,663415,vince and cherry's greatest hits,2011,the greatest movie ever sold,2011,0
1331,827700,427477,virginity loss of innocence,2015,el making of del disc de la marató,2015,0
1332,827700,503017,virginity loss of innocence,2015,knight of cups,2015,0
1337,828496,655867,visual and sonic study of plastic,2003,the delicate art of parking,2003,0
1339,829552,383396,voice mail - 2,2010,camp rock 2: the final jam,2010,0
1355,832390,716241,wagon wheels west,1943,wagon wheels west,1943,1
1356,833979,282829,walter out of the blue,2013,the voice of the philippines,2013,0
1357,833979,639815,walter out of the blue,2013,tao of simon,2013,0
1370,837995,149774,weapons of mass seduction,2005,masters of horror,2005,0
1372,837995,538038,weapons of mass seduction,2005,memoirs of a geisha,2005,0
1373,837995,593177,weapons of mass seduction,2005,return of the living dead: necropolis,2005,0
1376,839803,720067,wesley willis's joyrides,2008,wesley williss joyrides,2008,1
1382,840291,236511,wetlands preserved: the story of an activist nightclub,2008,the art of... when youre hot  young  poor and a filmmaker!,2008,0
1384,840291,572939,wetlands preserved: the story of an activist nightclub,2008,patti smith: dream of life,2008,0
1389,840291,720363,wetlands preserved: the story of an activist nightclub,2008,wetlands preserved: the story of an activist nightclub,2008,1
1390,840605,616048,what do i say?,2012,sing me the songs that say i love you: a concert for kate mcgarrigle,2012,0
1391,840756,720589,what happened last night,2016,what happened last night,2016,1
1397,841169,251307,what makes a man more savage?,2015,the last man on earth,2015,0
1401,842329,455101,when bad things happen to good people,2007,good boy  bad boy,2007,0
1428,845929,72376,who is bozo texino?,2005,doctor who,2005,0
1429,845929,662309,who is bozo texino?,2005,the god who wasnt there,2005,0
1430,845952,723407,who is harry kellerman and why is he saying those terrible things about me?,1971,who is harry kellerman and why is he saying those terrible things about me?,1971,1
1433,846317,367002,who's afraid of the big black wolf?,2012,big black wet asses 12,2012,0
1438,846717,476577,why come there ain't no black people in mayberry,2008,how to lose friends & alienate people,2008,0
1443,846855,616048,why i went to the woods: david lanier's story,2012,sing me the songs that say i love you: a concert for kate mcgarrigle,2012,0
1445,847830,724602,wild birds,2010,wild target,2010,0
1448,848313,1283,wilderness: lost dog vol. 1,2005,20 to 1,2005,0
1450,848313,1724,wilderness: lost dog vol. 1,2005,20 to 1,2005,0
1457,849260,622648,winds of the wasteland,1936,song of freedom,1936,0
1463,850920,522154,within the skins of saints,2002,lone star state of mind,2002,0
1465,850920,645851,within the skins of saints,2002,the adventures of pluto nash,2002,0
1471,851154,645851,witness to hope: the life of karol wojtyla  pope john paul ii,2002,the adventures of pluto nash,2002,0
1475,851280,172251,wo de ye man nu you 2,2010,one man band,2010,0
1476,851280,383396,wo de ye man nu you 2,2010,camp rock 2: the final jam,2010,0
1492,853414,693244,world's greatest head massage  part i and ii,2016,there i go,2016,0
1496,853796,475582,wrath of a great white serial killer,2016,hounds of zaroff,2016,0
